site,t1,t2,snotel,cor,days,temp_diff,swe_diff,sd_diff,swe_t1,swe_t2,sd_t1,sd_t2,temp_t1,temp_t2,inc,tree_perc,land_cover,n
fraser,2021-03-10 16:16:22+00:00,2021-03-16 21:36:22+00:00,1187:CO:SNTL,,6,1.3,0.0483,0.254,0.3505,0.3988,1.2446,1.4986,-8.0,-6.7,,47.625,42.0,0.0
fraser,2021-03-16 21:23:49+00:00,2021-03-22 15:00:35+00:00,663:CO:SNTL,0.49640223,5,0.3,0.0152,-0.1016,0.2794,0.2946,1.2192,1.1176,-5.3,-5.0,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-03-16 21:23:49+00:00,2021-03-22 15:00:35+00:00,1186:CO:SNTL,0.5558222,5,1.2,0.0279,0.1524,0.3912,0.4191,1.4732,1.6256,-7.6,-6.4,1.0739655494689941,51.875,42.0,16.0
fraser,2021-03-16 21:23:49+00:00,2021-03-22 15:00:35+00:00,838:CO:SNTL,0.5753392,5,0.4,0.0203,0.1778,0.3226,0.3429,1.1938,1.3716,-6.1,-5.7,0.962191104888916,48.6875,42.0,16.0
fraser,2021-03-16 21:23:49+00:00,2021-03-22 15:00:35+00:00,564:CO:SNTL,0.48133552,5,0.4,0.0152,-0.1016,0.2769,0.2921,1.27,1.1684,-4.6,-4.2,0.516080379486084,44.125,21.0,16.0
fraser,2021-03-16 21:23:49+00:00,2021-03-22 15:00:35+00:00,1187:CO:SNTL,0.47531855,5,1.7,0.0203,0.0508,0.3988,0.4191,1.4986,1.5494,-6.7,-5.0,1.2055563926696777,47.625,42.0,16.0
fraser,2021-03-16 21:36:23+00:00,2021-03-22 15:12:36+00:00,663:CO:SNTL,0.4413769,5,0.3,0.0152,-0.1016,0.2794,0.2946,1.2192,1.1176,-5.3,-5.0,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2021-03-16 21:36:23+00:00,2021-03-22 15:12:36+00:00,1186:CO:SNTL,0.55873513,5,1.2,0.0279,0.1524,0.3912,0.4191,1.4732,1.6256,-7.6,-6.4,0.9243652820587158,51.875,42.0,16.0
fraser,2021-03-16 21:36:23+00:00,2021-03-22 15:12:36+00:00,838:CO:SNTL,0.6077333,5,0.4,0.0203,0.1778,0.3226,0.3429,1.1938,1.3716,-6.1,-5.7,0.986225962638855,48.6875,42.0,16.0
fraser,2021-03-16 21:36:23+00:00,2021-03-22 15:12:36+00:00,564:CO:SNTL,0.3853712,5,0.4,0.0152,-0.1016,0.2769,0.2921,1.27,1.1684,-4.6,-4.2,1.215876579284668,44.125,21.0,16.0
fraser,2021-03-16 21:36:23+00:00,2021-03-22 15:12:36+00:00,1187:CO:SNTL,,5,1.7,0.0203,0.0508,0.3988,0.4191,1.4986,1.5494,-6.7,-5.0,,47.625,42.0,0.0
grmesa,2020-02-01 02:13:16+00:00,2020-02-12 16:47:20+00:00,622:CO:SNTL,0.6536635,11,-10.1,0.0076,0.0,0.2057,0.2134,0.8636,0.8636,-0.4,-10.5,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-01 02:13:16+00:00,2020-02-19 17:24:18+00:00,622:CO:SNTL,0.5918409,18,-7.4,0.0127,-0.0254,0.2057,0.2184,0.8636,0.8382,-0.4,-7.8,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-01 02:13:16+00:00,2020-02-26 17:40:54+00:00,622:CO:SNTL,0.51877934,25,-9.2,0.0178,0.0508,0.2057,0.2235,0.8636,0.9144,-0.4,-9.6,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-01 02:13:16+00:00,2020-03-12 18:17:08+00:00,622:CO:SNTL,0.39788777,40,1.4,0.033,0.0,0.2057,0.2388,0.8636,0.8636,-0.4,1.0,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-12 16:47:07+00:00,2020-02-19 17:24:04+00:00,622:CO:SNTL,0.61413676,7,2.7,0.0051,-0.0254,0.2134,0.2184,0.8636,0.8382,-10.5,-7.8,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-19 17:24:03+00:00,2020-02-26 17:40:39+00:00,622:CO:SNTL,0.58450204,7,-1.8,0.0051,0.0762,0.2184,0.2235,0.8382,0.9144,-7.8,-9.6,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2020-02-26 17:40:39+00:00,2020-03-12 18:16:50+00:00,622:CO:SNTL,0.38165605,15,10.6,0.0152,-0.0508,0.2235,0.2388,0.9144,0.8636,-9.6,1.0,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-01-27 19:47:02+00:00,2021-02-03 23:50:19+00:00,622:CO:SNTL,0.43914738,7,-1.8,0.033,0.1524,0.1219,0.1549,0.635,0.7874,-9.0,-10.8,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-02-03 23:50:36+00:00,2021-02-10 19:12:27+00:00,622:CO:SNTL,0.59178585,6,6.6,0.0102,0.0508,0.1549,0.1651,0.7874,0.8382,-10.8,-4.2,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-02-10 19:12:13+00:00,2021-03-03 22:03:01+00:00,622:CO:SNTL,0.43676132,21,1.3,0.066,0.0762,0.1651,0.2311,0.8382,0.9144,-4.2,-2.9,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-03-03 22:03:00+00:00,2021-03-10 16:36:09+00:00,622:CO:SNTL,0.3643948,6,-3.2,0.0152,0.0,0.2311,0.2464,0.9144,0.9144,-2.9,-6.1,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-03-10 16:36:24+00:00,2021-03-16 16:39:43+00:00,622:CO:SNTL,0.4899839,6,2.0,0.0432,0.3302,0.2464,0.2896,0.9144,1.2446,-6.1,-4.1,1.014936923980713,27.450000762939453,43.0,20.0
grmesa,2021-03-16 16:39:43+00:00,2021-03-22 15:30:53+00:00,622:CO:SNTL,0.5633282,5,-1.1,0.0178,-0.1016,0.2896,0.3073,1.2446,1.143,-4.1,-5.2,1.014936923980713,27.450000762939453,43.0,20.0
irnton,2021-01-15 16:52:53+00:00,2021-01-21 01:04:16+00:00,538:CO:SNTL,0.48612878,5,2.5,0.0051,0.0254,0.1372,0.1422,0.635,0.6604,-7.0,-4.5,0.981680154800415,26.0,90.0,12.0
irnton,2021-01-15 16:52:53+00:00,2021-01-21 01:04:16+00:00,632:CO:SNTL,0.7340753,5,-4.4,0.0025,0.0508,0.1575,0.16,0.635,0.6858,-1.6,-6.0,0.666389524936676,33.25,42.0,12.0
irnton,2021-01-15 16:52:53+00:00,2021-01-21 01:04:16+00:00,629:CO:SNTL,0.68435454,5,-4.2,0.0076,0.0508,0.1575,0.1651,0.635,0.6858,-2.2,-6.4,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-01-15 16:52:53+00:00,2021-01-21 01:04:16+00:00,713:CO:SNTL,0.7727887,5,-1.4,0.0051,0.0508,0.2261,0.2311,0.8636,0.9144,-5.1,-6.5,1.0621488094329834,32.5,42.0,12.0
irnton,2021-01-21 01:04:17+00:00,2021-01-28 01:27:32+00:00,538:CO:SNTL,0.43704912,7,3.7,0.0305,0.2032,0.1422,0.1727,0.6604,0.8636,-4.5,-0.8,0.981680154800415,26.0,90.0,12.0
irnton,2021-01-21 01:04:17+00:00,2021-01-28 01:27:32+00:00,632:CO:SNTL,0.47544846,7,2.9,0.0483,0.381,0.16,0.2083,0.6858,1.0668,-6.0,-3.1,0.666389524936676,33.25,42.0,12.0
irnton,2021-01-21 01:04:17+00:00,2021-01-28 01:27:32+00:00,629:CO:SNTL,0.3736246,7,1.7,0.0381,0.3302,0.1651,0.2032,0.6858,1.016,-6.4,-4.7,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-01-21 01:04:17+00:00,2021-01-28 01:27:32+00:00,713:CO:SNTL,0.35359946,7,2.3,0.0533,0.3302,0.2311,0.2845,0.9144,1.2446,-6.5,-4.2,1.0621488094329834,32.5,42.0,12.0
irnton,2021-01-28 01:27:32+00:00,2021-02-04 00:20:21+00:00,538:CO:SNTL,0.34486148,6,-8.6,0.0229,0.0762,0.1727,0.1956,0.8636,0.9398,-0.8,-9.4,0.981680154800415,26.0,90.0,12.0
irnton,2021-01-28 01:27:32+00:00,2021-02-04 00:20:21+00:00,632:CO:SNTL,0.36379024,6,-6.0,0.0229,-0.1016,0.2083,0.2311,1.0668,0.9652,-3.1,-9.1,0.666389524936676,33.25,42.0,12.0
irnton,2021-01-28 01:27:32+00:00,2021-02-04 00:20:21+00:00,629:CO:SNTL,0.36430478,6,-5.1,0.0152,-0.1016,0.2032,0.2184,1.016,0.9144,-4.7,-9.8,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-01-28 01:27:32+00:00,2021-02-04 00:20:21+00:00,713:CO:SNTL,0.34428504,6,-6.5,0.0305,0.1016,0.2845,0.315,1.2446,1.3462,-4.2,-10.7,1.0621488094329834,32.5,42.0,12.0
irnton,2021-02-04 00:20:08+00:00,2021-02-11 00:25:24+00:00,538:CO:SNTL,0.3990331,7,5.8,0.0102,-0.0508,0.1956,0.2057,0.9398,0.889,-9.4,-3.6,0.981680154800415,26.0,90.0,12.0
irnton,2021-02-04 00:20:08+00:00,2021-02-11 00:25:24+00:00,632:CO:SNTL,0.48725116,7,4.0,0.0102,0.0254,0.2311,0.2413,0.9652,0.9906,-9.1,-5.1,0.666389524936676,33.25,42.0,12.0
irnton,2021-02-04 00:20:08+00:00,2021-02-11 00:25:24+00:00,629:CO:SNTL,0.5201316,7,4.1,0.0102,0.0,0.2184,0.2286,0.9144,0.9144,-9.8,-5.7,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-02-04 00:20:08+00:00,2021-02-11 00:25:24+00:00,713:CO:SNTL,0.47071624,7,5.6,0.0152,-0.1016,0.315,0.3302,1.3462,1.2446,-10.7,-5.1,1.0621488094329834,32.5,42.0,12.0
irnton,2021-02-11 00:25:24+00:00,2021-02-23 23:32:46+00:00,538:CO:SNTL,0.52984786,12,-1.3,0.0406,0.127,0.2057,0.2464,0.889,1.016,-3.6,-4.9,0.981680154800415,26.0,90.0,12.0
irnton,2021-02-11 00:25:24+00:00,2021-02-23 23:32:46+00:00,632:CO:SNTL,0.4192772,12,-0.9,0.0483,0.127,0.2413,0.2896,0.9906,1.1176,-5.1,-6.0,0.666389524936676,33.25,42.0,12.0
irnton,2021-02-11 00:25:24+00:00,2021-02-23 23:32:46+00:00,629:CO:SNTL,0.4711182,12,-0.2,0.0432,0.127,0.2286,0.2718,0.9144,1.0414,-5.7,-5.9,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-02-11 00:25:24+00:00,2021-02-23 23:32:46+00:00,713:CO:SNTL,0.39723495,12,-1.7,0.0737,0.254,0.3302,0.4039,1.2446,1.4986,-5.1,-6.8,1.0621488094329834,32.5,42.0,12.0
irnton,2021-02-23 23:32:46+00:00,2021-03-03 22:31:52+00:00,538:CO:SNTL,0.6366974,7,3.0,0.0025,-0.0508,0.2464,0.2489,1.016,0.9652,-4.9,-1.9,0.981680154800415,26.0,90.0,12.0
irnton,2021-02-23 23:32:46+00:00,2021-03-03 22:31:52+00:00,632:CO:SNTL,0.6477305,7,2.5,0.0051,0.1016,0.2896,0.2946,1.1176,1.2192,-6.0,-3.5,0.666389524936676,33.25,42.0,12.0
irnton,2021-02-23 23:32:46+00:00,2021-03-03 22:31:52+00:00,629:CO:SNTL,0.6812578,7,3.2,0.0025,0.0508,0.2718,0.2743,1.0414,1.0922,-5.9,-2.7,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-02-23 23:32:46+00:00,2021-03-03 22:31:52+00:00,713:CO:SNTL,0.5823999,7,2.1,0.0051,0.0508,0.4039,0.4089,1.4986,1.5494,-6.8,-4.7,1.0621488094329834,32.5,42.0,12.0
irnton,2021-03-03 22:31:52+00:00,2021-03-10 21:59:12+00:00,538:CO:SNTL,0.56351286,6,-1.5,0.0152,0.0254,0.2489,0.2642,0.9652,0.9906,-1.9,-3.4,0.981680154800415,26.0,90.0,12.0
irnton,2021-03-03 22:31:52+00:00,2021-03-10 21:59:12+00:00,632:CO:SNTL,0.43816164,6,-1.6,0.0254,0.0,0.2946,0.32,1.2192,1.2192,-3.5,-5.1,0.666389524936676,33.25,42.0,12.0
irnton,2021-03-03 22:31:52+00:00,2021-03-10 21:59:12+00:00,629:CO:SNTL,0.46004632,6,-1.1,0.0178,0.0,0.2743,0.2921,1.0922,1.0922,-2.7,-3.8,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-03-03 22:31:52+00:00,2021-03-10 21:59:12+00:00,713:CO:SNTL,0.37436017,6,-1.8,0.0254,-0.0254,0.4089,0.4343,1.5494,1.524,-4.7,-6.5,1.0621488094329834,32.5,42.0,12.0
irnton,2021-03-10 21:59:23+00:00,2021-03-16 22:24:23+00:00,538:CO:SNTL,0.6263633,6,-0.5,0.0279,0.2286,0.2642,0.2921,0.9906,1.2192,-3.4,-3.9,0.981680154800415,26.0,90.0,12.0
irnton,2021-03-10 21:59:23+00:00,2021-03-16 22:24:23+00:00,632:CO:SNTL,0.69685507,6,-0.1,0.0127,0.0254,0.32,0.3327,1.2192,1.2446,-5.1,-5.2,0.666389524936676,33.25,42.0,12.0
irnton,2021-03-10 21:59:23+00:00,2021-03-16 22:24:23+00:00,629:CO:SNTL,0.4794362,6,-1.7,0.0279,0.1524,0.2921,0.32,1.0922,1.2446,-3.8,-5.5,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-03-10 21:59:23+00:00,2021-03-16 22:24:23+00:00,713:CO:SNTL,0.3630978,6,0.4,0.0483,0.2794,0.4343,0.4826,1.524,1.8034,-6.5,-6.1,1.0621488094329834,32.5,42.0,12.0
irnton,2021-03-16 22:24:11+00:00,2021-03-22 20:23:07+00:00,538:CO:SNTL,0.53152525,5,-0.5,0.0051,-0.127,0.2921,0.2972,1.2192,1.0922,-3.9,-4.4,0.981680154800415,26.0,90.0,12.0
irnton,2021-03-16 22:24:11+00:00,2021-03-22 20:23:07+00:00,632:CO:SNTL,0.53665996,5,0.0,0.0254,-0.0762,0.3327,0.3581,1.2446,1.1684,-5.2,-5.2,0.666389524936676,33.25,42.0,12.0
irnton,2021-03-16 22:24:11+00:00,2021-03-22 20:23:07+00:00,629:CO:SNTL,0.43800342,5,0.6,0.0178,-0.1016,0.32,0.3378,1.2446,1.143,-5.5,-4.9,1.0569860935211182,30.08333396911621,42.0,12.0
irnton,2021-03-16 22:24:11+00:00,2021-03-22 20:23:07+00:00,713:CO:SNTL,0.4102032,5,-1.0,0.0127,-0.127,0.4826,0.4953,1.8034,1.6764,-6.1,-7.1,1.0621488094329834,32.5,42.0,12.0
lowman,2019-12-20 19:31:07+00:00,2020-01-31 21:30:13+00:00,312:ID:SNTL,0.35260954,42,1.3,0.2184,0.8128,0.1372,0.3556,0.5334,1.3462,-1.4,-0.1,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2019-12-20 19:31:07+00:00,2020-01-31 21:30:13+00:00,978:ID:SNTL,0.31877857,42,2.1,0.2464,0.762,0.1245,0.3708,0.508,1.27,2.5,4.6,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2019-12-20 19:31:07+00:00,2020-01-31 21:30:13+00:00,637:ID:SNTL,0.32800296,42,0.9,0.3302,0.9906,0.1524,0.4826,0.7366,1.7272,0.2,1.1,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2019-12-20 19:31:07+00:00,2020-01-31 21:30:13+00:00,550:ID:SNTL,,42,0.7,0.2718,0.9906,0.1448,0.4166,0.5588,1.5494,1.1,1.8,,27.75,42.0,0.0
lowman,2020-01-31 21:30:00+00:00,2020-02-13 20:47:30+00:00,312:ID:SNTL,0.29453695,12,-5.6,0.0457,0.0254,0.3556,0.4013,1.3462,1.3716,-0.1,-5.7,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2020-01-31 21:30:00+00:00,2020-02-13 20:47:30+00:00,978:ID:SNTL,0.33168194,12,-7.4,0.0914,0.1778,0.3708,0.4623,1.27,1.4478,4.6,-2.8,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2020-01-31 21:30:00+00:00,2020-02-13 20:47:30+00:00,637:ID:SNTL,0.33661857,12,-4.7,0.0635,0.0254,0.4826,0.5461,1.7272,1.7526,1.1,-3.6,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2020-01-31 21:30:00+00:00,2020-02-13 20:47:30+00:00,550:ID:SNTL,,12,-5.5,0.0406,-0.1016,0.4166,0.4572,1.5494,1.4478,1.8,-3.7,,27.75,42.0,0.0
lowman,2020-02-13 20:47:43+00:00,2020-02-21 01:53:17+00:00,312:ID:SNTL,0.49746403,7,-2.6,0.0152,0.0254,0.4013,0.4166,1.3716,1.397,-5.7,-8.3,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2020-02-13 20:47:43+00:00,2020-02-21 01:53:17+00:00,978:ID:SNTL,0.43418857,7,2.1,0.0356,0.1524,0.4623,0.4978,1.4478,1.6002,-2.8,-0.7,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2020-02-13 20:47:43+00:00,2020-02-21 01:53:17+00:00,637:ID:SNTL,0.43422055,7,0.1,0.033,0.1524,0.5461,0.5791,1.7526,1.905,-3.6,-3.5,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2020-02-13 20:47:43+00:00,2020-02-21 01:53:17+00:00,550:ID:SNTL,,7,2.2,0.0229,0.127,0.4572,0.4801,1.4478,1.5748,-3.7,-1.5,,27.75,42.0,0.0
lowman,2020-02-21 01:53:17+00:00,2020-03-11 17:45:46+00:00,312:ID:SNTL,0.44921637,19,6.5,0.0229,-0.0762,0.4166,0.4394,1.397,1.3208,-8.3,-1.8,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2020-02-21 01:53:17+00:00,2020-03-11 17:45:46+00:00,978:ID:SNTL,0.42531666,19,3.7,0.0203,-0.1524,0.4978,0.5182,1.6002,1.4478,-0.7,3.0,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2020-02-21 01:53:17+00:00,2020-03-11 17:45:46+00:00,637:ID:SNTL,0.3808607,19,4.7,0.0279,-0.254,0.5791,0.6071,1.905,1.651,-3.5,1.2,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2020-02-21 01:53:17+00:00,2020-03-11 17:45:46+00:00,550:ID:SNTL,,19,2.6,0.0279,-0.127,0.4801,0.508,1.5748,1.4478,-1.5,1.1,,27.75,42.0,0.0
lowman,2021-01-15 19:50:49+00:00,2021-01-20 21:20:42+00:00,312:ID:SNTL,0.70675665,5,1.9,0.0051,-0.0508,0.32,0.3251,1.2954,1.2446,-6.7,-4.8,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-01-15 19:50:49+00:00,2021-01-20 21:20:42+00:00,978:ID:SNTL,0.70575833,5,-2.8,0.0,-0.0762,0.3683,0.3683,1.27,1.1938,1.7,-1.1,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-01-15 19:50:49+00:00,2021-01-20 21:20:42+00:00,637:ID:SNTL,0.61301965,5,-1.0,0.0025,-0.127,0.4191,0.4216,1.524,1.397,-2.1,-3.1,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-01-15 19:50:49+00:00,2021-01-20 21:20:42+00:00,550:ID:SNTL,,5,-2.8,0.0051,-0.0762,0.3581,0.3632,1.3462,1.27,0.3,-2.5,,27.75,42.0,0.0
lowman,2021-01-20 21:20:42+00:00,2021-01-27 23:54:42+00:00,312:ID:SNTL,0.68356675,7,0.4,0.0152,0.1778,0.3251,0.3404,1.2446,1.4224,-4.8,-4.4,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-01-20 21:20:42+00:00,2021-01-27 23:54:42+00:00,978:ID:SNTL,0.53694516,7,0.0,0.033,0.1778,0.3683,0.4013,1.1938,1.3716,-1.1,-1.1,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-01-20 21:20:42+00:00,2021-01-27 23:54:42+00:00,637:ID:SNTL,0.5561065,7,0.3,0.0178,0.127,0.4216,0.4394,1.397,1.524,-3.1,-2.8,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-01-20 21:20:42+00:00,2021-01-27 23:54:42+00:00,550:ID:SNTL,,7,0.3,0.0178,0.1016,0.3632,0.381,1.27,1.3716,-2.5,-2.2,,27.75,42.0,0.0
lowman,2021-01-27 23:54:25+00:00,2021-02-03 19:54:44+00:00,312:ID:SNTL,0.4853296,6,-3.2,0.0432,0.1524,0.3404,0.3835,1.4224,1.5748,-4.4,-7.6,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-01-27 23:54:25+00:00,2021-02-03 19:54:44+00:00,978:ID:SNTL,0.51890355,6,-3.5,0.0432,0.127,0.4013,0.4445,1.3716,1.4986,-1.1,-4.6,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-01-27 23:54:25+00:00,2021-02-03 19:54:44+00:00,637:ID:SNTL,0.45875302,6,-3.1,0.0406,0.2286,0.4394,0.4801,1.524,1.7526,-2.8,-5.9,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-01-27 23:54:25+00:00,2021-02-03 19:54:44+00:00,550:ID:SNTL,,6,-3.4,0.0457,0.2032,0.381,0.4267,1.3716,1.5748,-2.2,-5.6,,27.75,42.0,0.0
lowman,2021-01-27 23:54:41+00:00,2021-02-03 19:55:00+00:00,312:ID:SNTL,0.4980095,6,-3.2,0.0432,0.1524,0.3404,0.3835,1.4224,1.5748,-4.4,-7.6,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-01-27 23:54:41+00:00,2021-02-03 19:55:00+00:00,978:ID:SNTL,0.5123525,6,-3.5,0.0432,0.127,0.4013,0.4445,1.3716,1.4986,-1.1,-4.6,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-01-27 23:54:41+00:00,2021-02-03 19:55:00+00:00,637:ID:SNTL,0.43307313,6,-3.1,0.0406,0.2286,0.4394,0.4801,1.524,1.7526,-2.8,-5.9,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-01-27 23:54:41+00:00,2021-02-03 19:55:00+00:00,550:ID:SNTL,,6,-3.4,0.0457,0.2032,0.381,0.4267,1.3716,1.5748,-2.2,-5.6,,27.75,42.0,0.0
lowman,2021-02-03 19:54:46+00:00,2021-02-10 22:20:30+00:00,312:ID:SNTL,0.51585907,7,0.9,0.0127,-0.127,0.3835,0.3962,1.5748,1.4478,-7.6,-6.7,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-02-03 19:54:46+00:00,2021-02-10 22:20:30+00:00,978:ID:SNTL,0.5888439,7,2.4,0.0127,-0.0762,0.4445,0.4572,1.4986,1.4224,-4.6,-2.2,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-02-03 19:54:46+00:00,2021-02-10 22:20:30+00:00,637:ID:SNTL,0.46866238,7,1.5,0.0178,-0.127,0.4801,0.4978,1.7526,1.6256,-5.9,-4.4,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-02-03 19:54:46+00:00,2021-02-10 22:20:30+00:00,550:ID:SNTL,,7,1.6,0.0152,-0.0762,0.4267,0.442,1.5748,1.4986,-5.6,-4.0,,27.75,42.0,0.0
lowman,2021-02-03 19:54:58+00:00,2021-02-10 22:20:42+00:00,312:ID:SNTL,0.5096314,7,0.9,0.0127,-0.127,0.3835,0.3962,1.5748,1.4478,-7.6,-6.7,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-02-03 19:54:58+00:00,2021-02-10 22:20:42+00:00,978:ID:SNTL,0.60670215,7,2.4,0.0127,-0.0762,0.4445,0.4572,1.4986,1.4224,-4.6,-2.2,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-02-03 19:54:58+00:00,2021-02-10 22:20:42+00:00,637:ID:SNTL,0.4918342,7,1.5,0.0178,-0.127,0.4801,0.4978,1.7526,1.6256,-5.9,-4.4,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-02-03 19:54:58+00:00,2021-02-10 22:20:42+00:00,550:ID:SNTL,,7,1.6,0.0152,-0.0762,0.4267,0.442,1.5748,1.4986,-5.6,-4.0,,27.75,42.0,0.0
lowman,2021-02-03 20:16:35+00:00,2021-02-10 23:06:23+00:00,312:ID:SNTL,0.43957838,7,2.6,0.0127,-0.0762,0.3835,0.3962,1.524,1.4478,-9.3,-6.7,1.1559251546859741,26.266666412353516,42.0,15.0
lowman,2021-02-03 20:16:35+00:00,2021-02-10 23:06:23+00:00,978:ID:SNTL,0.48591623,7,2.5,0.0102,-0.1016,0.447,0.4572,1.524,1.4224,-4.7,-2.2,1.1709438562393188,11.916666984558105,52.0,12.0
lowman,2021-02-03 20:16:35+00:00,2021-02-10 23:06:23+00:00,637:ID:SNTL,0.60253197,7,2.0,0.0152,-0.0762,0.4826,0.4978,1.7018,1.6256,-6.4,-4.4,0.8883660435676575,28.33333396911621,42.0,12.0
lowman,2021-02-03 20:16:35+00:00,2021-02-10 23:06:23+00:00,550:ID:SNTL,0.5531824,7,2.3,0.0127,-0.0762,0.4293,0.442,1.5748,1.4986,-6.3,-4.0,0.7691056132316589,27.75,42.0,12.0
lowman,2021-02-10 22:20:30+00:00,2021-03-03 18:08:07+00:00,312:ID:SNTL,0.47208962,20,2.5,0.1092,0.2794,0.3962,0.5055,1.4478,1.7272,-6.7,-4.2,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-02-10 22:20:30+00:00,2021-03-03 18:08:07+00:00,978:ID:SNTL,0.39659366,20,5.7,0.1499,0.5334,0.4572,0.6071,1.4224,1.9558,-2.2,3.5,0.9536106586456299,11.916666984558105,52.0,12.0
lowman,2021-02-10 22:20:30+00:00,2021-03-03 18:08:07+00:00,637:ID:SNTL,0.36741242,20,5.2,0.1727,0.5334,0.4978,0.6706,1.6256,2.159,-4.4,0.8,1.0798975229263306,28.33333396911621,42.0,12.0
lowman,2021-02-10 22:20:30+00:00,2021-03-03 18:08:07+00:00,550:ID:SNTL,,20,5.7,0.1372,0.4572,0.442,0.5791,1.4986,1.9558,-4.0,1.7,,27.75,42.0,0.0
lowman,2021-02-10 23:06:35+00:00,2021-03-03 18:28:51+00:00,312:ID:SNTL,0.45831567,20,2.5,0.1092,0.2794,0.3962,0.5055,1.4478,1.7272,-6.7,-4.2,1.1559251546859741,26.266666412353516,42.0,15.0
lowman,2021-02-10 23:06:35+00:00,2021-03-03 18:28:51+00:00,978:ID:SNTL,0.33113864,20,5.7,0.1499,0.5334,0.4572,0.6071,1.4224,1.9558,-2.2,3.5,1.1709438562393188,11.916666984558105,52.0,12.0
lowman,2021-02-10 23:06:35+00:00,2021-03-03 18:28:51+00:00,637:ID:SNTL,0.3519849,20,5.2,0.1727,0.5334,0.4978,0.6706,1.6256,2.159,-4.4,0.8,0.8883660435676575,28.33333396911621,42.0,12.0
lowman,2021-02-10 23:06:35+00:00,2021-03-03 18:28:51+00:00,550:ID:SNTL,0.49827257,20,5.7,0.1372,0.4572,0.442,0.5791,1.4986,1.9558,-4.0,1.7,0.7691056132316589,27.75,42.0,12.0
lowman,2021-03-03 18:08:07+00:00,2021-03-10 17:42:43+00:00,312:ID:SNTL,0.4826968,6,-5.3,0.0152,-0.0762,0.5055,0.5207,1.7272,1.651,-4.2,-9.5,0.8836349248886108,26.266666412353516,42.0,15.0
lowman,2021-03-03 18:08:07+00:00,2021-03-10 17:42:43+00:00,978:ID:SNTL,0.5532341,6,-5.5,0.0102,-0.1524,0.6071,0.6172,1.9558,1.8034,3.5,-2.0,0.9536106586456299,11.916666984558105,52.0,12.0
